name,display_name,data_type,chart_type
"Japan, Business, S&P PMI, Services","Japan, Business, S&P PMI, Services",None,line
"Japan, Business, S&P PMI, Manufacturing, Flash","Japan, Business, S&P PMI, Manufacturing, Flash",None,line
"Japan, Business, S&P PMI, Services, Flash","Japan, Business, S&P PMI, Services, Flash",None,line
"Japan, Business, S&P PMI, Manufacturing, LT average","Japan, Business, S&P PMI, Manufacturing, LT average",None,line
"Japan, Business, S&P PMI, Services, LT average","Japan, Business, S&P PMI, Services, LT average",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Current","Japan, Business, Reuters Tankan, Manufacturing, Current",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Current","Japan, Business, Reuters Tankan, Nonmanufacturing, Current",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Future","Japan, Business, Reuters Tankan, Manufacturing, Future",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Future","Japan, Business, Reuters Tankan, Nonmanufacturing, Future",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Current and future","Japan, Business, Reuters Tankan, Manufacturing, Current and future",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Current and future","Japan, Business, Reuters Tankan, Nonmanufacturing, Current and future",None,line
"Japan, Business, Reuters Tankan, Manufacturing, Current, LT average","Japan, Business, Reuters Tankan, Manufacturing, Current, LT average",None,line
"Japan, Business, Reuters Tankan, Nonmanufacturing, Current, LT average","Japan, Business, Reuters Tankan, Nonmanufacturing, Current, LT average",None,line
"Japan, Consumer, CO EW, Current","Japan, Consumer, CO EW, Current",None,line
"Japan, Consumer, CO EW, Retail, Current","Japan, Consumer, CO EW, Retail, Current",None,line
"Japan, Consumer, CO EW, Food and beverage, Current","Japan, Consumer, CO EW, Food and beverage, Current",None,line
"Japan, Consumer, CO EW, Services, Current","Japan, Consumer, CO EW, Services, Current",None,line
"Japan, Consumer, CO EW, Housing, Current","Japan, Consumer, CO EW, Housing, Current",None,line
"Japan, Consumer, CO EW, Future","Japan, Consumer, CO EW, Future",None,line
"Japan, Consumer, CO EW, Retail, Future","Japan, Consumer, CO EW, Retail, Future",None,line
"Japan, Consumer, CO EW, Food and beverage, Future","Japan, Consumer, CO EW, Food and beverage, Future",None,line
"Japan, Consumer, CO EW, Services, Future","Japan, Consumer, CO EW, Services, Future",None,line
"Japan, Consumer, CO EW, Housing, Future","Japan, Consumer, CO EW, Housing, Future",None,line
"Japan, Business, CO EW, Current","Japan, Business, CO EW, Current",None,line
